t,DSP,TJP1,JCAD,RhoA,RhoC,delta
19.8,1.0,1.0,0.0,0.644333,0.6580699999999999,0.013736999999999888
19.9,1.0,1.0,0.0,0.640334,0.6536930000000001,0.01335900000000012
20.0,1.0,1.0,0.0,0.650219,0.659623,0.009403999999999968
20.1,1.0,1.0,0.0,0.649254,0.6597459999999999,0.010491999999999946
20.2,1.0,1.0,0.0,0.645281,0.655548,0.010267000000000026
20.3,0.9999990000000001,0.9999990000000001,0.0,0.653241,0.655613,0.0023720000000000407
20.4,1.0,1.0,0.0,0.649626,0.649797,0.00017099999999992122
20.5,1.0,1.0,0.0,0.648232,0.655804,0.007572000000000023
20.6,0.999999,0.999999,0.0,0.6474409999999999,0.660337,0.012896000000000019
20.7,1.0,1.0,0.0,0.638779,0.6517649999999999,0.012985999999999942
20.8,0.9999990000000001,0.9999990000000001,0.0,0.641093,0.655322,0.014228999999999936
20.9,1.0,1.0,0.0,0.651445,0.660657,0.009211999999999998
21.0,1.0,1.0,0.0,0.649525,0.655958,0.006433000000000022
21.1,0.9999989999999999,0.9999989999999999,0.0,0.650021,0.653383,0.003362000000000087
21.2,1.0,1.0,0.0,0.6509670000000001,0.654137,0.003169999999999895
21.3,1.000001,1.000001,0.0,0.647267,0.648228,0.0009609999999999896
21.4,1.0,1.0,0.0,0.650855,0.651641,0.0007860000000000644
21.5,1.0,1.0,0.0,0.6499349999999999,0.6552009999999999,0.005265999999999993
21.6,1.0,1.0,0.0,0.658033,0.653221,-0.0048119999999999274
21.7,1.000001,1.000001,0.0,0.6588849999999999,0.650503,-0.00838199999999989
21.8,1.0,1.0,0.0,0.665321,0.6496120000000001,-0.015708999999999973
21.9,1.0,1.0,0.0,0.661733,0.648356,-0.013376999999999972
22.0,1.0000010000000001,1.0000010000000001,0.0,0.6561939999999999,0.645752,-0.010441999999999951
22.1,0.9999990000000001,0.9999990000000001,0.0,0.6558390000000001,0.639772,-0.016067000000000053
22.2,1.000001,1.000001,0.0,0.658852,0.635588,-0.02326399999999995
22.3,1.0,1.0,0.0,0.6559820000000001,0.63779,-0.018192000000000097
22.4,1.0,1.0,0.0,0.655968,0.643286,-0.012681999999999971
22.5,1.0,1.0,0.0,0.6561520000000001,0.649195,-0.006957000000000102
22.6,1.0,1.0,0.0,0.6591579999999999,0.65297,-0.00618799999999986
22.7,1.0,1.0,0.0,0.649869,0.649159,-0.0007099999999999884
22.8,1.000001,1.000001,0.0,0.6495310000000001,0.642865,-0.006666000000000061
22.9,0.999999,0.999999,0.0,0.642732,0.649548,0.006816000000000044
23.0,1.0,1.0,0.0,0.6432610000000001,0.6517459999999999,0.008484999999999854
23.1,1.0,1.0,0.0,0.645932,0.652635,0.0067030000000000145
23.2,1.0,1.0,0.0,0.648702,0.657448,0.008746000000000032
23.3,1.000001,1.000001,0.0,0.645682,0.650705,0.005023
23.4,1.0,1.0,0.0,0.6511549999999999,0.648374,-0.0027809999999999224
23.5,1.0,1.0,0.0,0.653698,0.648447,-0.005251000000000006
23.6,1.0,1.0,0.0,0.6600550000000001,0.6468069999999999,-0.013248000000000149
23.7,1.0,1.0,0.0,0.656819,0.646539,-0.010280000000000067
23.8,1.0,1.0,0.0,0.65644,0.646469,-0.009971000000000063
23.9,0.999999,0.999999,0.0,0.6616960000000001,0.6456999999999999,-0.01599600000000012
24.0,1.0000010000000001,1.0000010000000001,0.0,0.660804,0.645794,-0.015009999999999968
24.1,1.0,1.0,0.0,0.662995,0.647713,-0.015282000000000018
24.2,1.0,1.0,0.0,0.663297,0.646094,-0.01720300000000008
24.3,1.0,1.0,0.0,0.658941,0.648436,-0.010504999999999987
24.4,1.0,1.0,0.0,0.652776,0.6541939999999999,0.0014179999999999193
24.5,1.000001,1.000001,0.0,0.6479269999999999,0.659002,0.011075000000000057
24.6,1.000001,1.000001,0.0,0.6475150000000001,0.6564829999999999,0.008967999999999865
24.7,1.0,1.0,0.0,0.647059,0.656482,0.00942299999999996
24.8,1.0,1.0,0.0,0.653655,0.6592,0.005545000000000022
24.9,1.000001,1.000001,0.0,0.648738,0.651661,0.002923000000000009
25.0,1.0,1.0,0.0,0.651527,0.653848,0.0023210000000000175
25.1,1.0000010000000001,1.0000010000000001,0.0,0.64603,0.655837,0.00980700000000001
25.2,1.0,1.0,0.0,0.652129,0.656165,0.0040360000000000396
25.3,1.0,1.0,0.0,0.654278,0.656931,0.0026530000000000165
25.4,0.9999989999999999,0.9999989999999999,0.0,0.649321,0.660827,0.011506000000000016
