DSP,JCAD,RhoA,RhoC,TJP1,$RhoA_amp,$RhoA_antagonistic,perb,exp_name,delta,phenotype
0.4994,0.5018,0.579896,0.46556100000000006,,10.0,6.0,TJP1,Escape_Threshold_RhoA,-0.11433499999999991,Normal
0.49720000000000003,0.504,0.553382,0.489778,,10.0,7.0,TJP1,Escape_Threshold_RhoA,-0.06360400000000005,Normal
0.505198,0.501598,0.5344249999999999,0.49594400000000005,,10.0,8.0,TJP1,Escape_Threshold_RhoA,-0.038480999999999876,Normal
0.49919900000000006,0.49940000000000007,0.509957,0.5196890000000001,,10.0,9.0,TJP1,Escape_Threshold_RhoA,0.009732000000000074,Normal
0.4998000000000001,0.499599,0.5018570000000001,0.523487,,10.0,10.0,TJP1,Escape_Threshold_RhoA,0.021629999999999927,Normal
0.489801,0.4948,0.47625399999999996,0.5479839999999999,,10.0,11.0,TJP1,Escape_Threshold_RhoA,0.07172999999999996,Normal
0.49620000000000003,0.4968,0.468483,0.551492,,10.0,12.0,TJP1,Escape_Threshold_RhoA,0.083009,Normal
0.5139990000000001,0.513799,0.47457800000000006,0.548412,,10.0,13.0,TJP1,Escape_Threshold_RhoA,0.07383399999999996,Normal
0.4914,0.502001,0.44314000000000003,0.571094,,10.0,14.0,TJP1,Escape_Threshold_RhoA,0.12795399999999996,Normal
0.5012,0.487399,0.8014309999999999,0.317499,,15.0,1.0,TJP1,Escape_Threshold_RhoA,-0.4839319999999999,Failed
0.498201,0.4998,0.739481,0.36021200000000003,,15.0,2.0,TJP1,Escape_Threshold_RhoA,-0.379269,Failed
0.514799,0.507598,0.694767,0.39211399999999996,,15.0,3.0,TJP1,Escape_Threshold_RhoA,-0.30265300000000006,Failed
0.49719899999999995,0.504,0.645697,0.42872299999999997,,15.0,4.0,TJP1,Escape_Threshold_RhoA,-0.216974,Normal
0.4986,0.4817989999999999,0.611279,0.44556399999999996,,15.0,5.0,TJP1,Escape_Threshold_RhoA,-0.16571500000000006,Normal
0.48919999999999997,0.4982,0.588712,0.464358,,15.0,6.0,TJP1,Escape_Threshold_RhoA,-0.12435400000000002,Normal
0.505599,0.491199,0.562862,0.48423499999999997,,15.0,7.0,TJP1,Escape_Threshold_RhoA,-0.078627,Normal
0.500999,0.506401,0.535283,0.503536,,15.0,8.0,TJP1,Escape_Threshold_RhoA,-0.03174699999999997,Normal
0.498599,0.5086,0.521788,0.504289,,15.0,9.0,TJP1,Escape_Threshold_RhoA,-0.017499000000000042,Normal
0.5004000000000001,0.502201,0.503999,0.521154,,15.0,10.0,TJP1,Escape_Threshold_RhoA,0.01715500000000003,Normal
0.505,0.4952,0.50293,0.529421,,15.0,11.0,TJP1,Escape_Threshold_RhoA,0.026491000000000042,Normal
0.5006010000000001,0.5018,0.48178200000000004,0.538336,,15.0,12.0,TJP1,Escape_Threshold_RhoA,0.05655399999999999,Normal
0.502,0.49539900000000003,0.466034,0.553227,,15.0,13.0,TJP1,Escape_Threshold_RhoA,0.08719300000000002,Normal
0.503,0.5102,0.46818699999999996,0.554638,,15.0,14.0,TJP1,Escape_Threshold_RhoA,0.086451,Normal
