step,time,perturbation,id,L_current,L_cortex,L_sf,k_active,alignment,init_alignment,tension_cortex,tension_sf,tension_total,DSP,TJP1,JCAD,P_RhoA,P_RhoC
50,5.0,TJP1_KO,3,7.5673,4.6822,4.6822,1.4213,0.924,0.195,4.0722,0.0,4.0722,0.665,0.0,0.667,0.801,0.263
50,5.0,TJP1_KO,4,7.5673,4.6822,4.6822,1.4213,0.924,0.195,4.0722,0.0,4.0722,0.665,0.0,0.667,0.801,0.263
50,5.0,TJP1_KO,5,6.1573,4.6822,4.6822,1.1325,0.759,0.556,1.6583,0.0,1.6583,0.602,0.0,0.479,0.726,0.296
50,5.0,TJP1_KO,6,5.0365,4.6822,4.6822,1.0,0.804,0.831,0.3543,0.0,0.3543,0.054,0.0,0.004,0.463,0.437
50,5.0,TJP1_KO,7,4.3056,4.6822,4.6822,1.0,0.979,0.981,-0.0377,0.0,-0.0377,0.0,0.0,0.0,0.463,0.437
50,5.0,TJP1_KO,8,4.3056,4.6822,4.6822,1.0,0.979,0.981,-0.0377,0.0,-0.0377,0.0,0.0,0.0,0.463,0.437
50,5.0,TJP1_KO,9,5.0365,4.6822,4.6822,1.0,0.804,0.831,0.3543,0.0,0.3543,0.054,0.0,0.004,0.463,0.437
50,5.0,TJP1_KO,10,6.1573,4.6822,4.6822,1.1325,0.759,0.556,1.6583,0.0,1.6583,0.602,0.0,0.479,0.726,0.296
50,5.0,TJP1_KO,11,7.5673,4.6822,4.6822,1.4213,0.924,0.195,4.0722,0.0,4.0722,0.665,0.0,0.667,0.801,0.263
50,5.0,TJP1_KO,12,7.5673,4.6822,4.6822,1.4213,0.924,0.195,4.0722,0.0,4.0722,0.665,0.0,0.667,0.801,0.263
50,5.0,TJP1_KO,13,6.1573,4.6822,4.6822,1.1325,0.759,0.556,1.6583,0.0,1.6583,0.602,0.0,0.479,0.726,0.296
50,5.0,TJP1_KO,14,5.0365,4.6822,4.6822,1.0,0.804,0.831,0.3543,0.0,0.3543,0.054,0.0,0.004,0.463,0.437
50,5.0,TJP1_KO,15,4.3056,4.6822,4.6822,1.0,0.979,0.981,-0.0377,0.0,-0.0377,0.0,0.0,0.0,0.463,0.437
100,10.0,TJP1_KO,0,5.196,4.6822,4.6822,1.0,0.956,0.981,0.5138,0.0,0.5138,0.14,0.0,0.037,0.463,0.437
100,10.0,TJP1_KO,1,5.9096,4.6822,4.6822,1.1852,0.837,0.831,1.4456,0.0,1.4456,0.573,0.0,0.457,0.704,0.312
100,10.0,TJP1_KO,2,6.5211,4.6822,4.6822,1.6034,0.892,0.556,2.9315,0.0,2.9315,0.657,0.0,0.656,0.801,0.263
100,10.0,TJP1_KO,3,7.1019,4.6822,4.6822,1.8762,0.944,0.195,4.5197,0.0,4.5197,0.666,0.0,0.668,0.801,0.263
100,10.0,TJP1_KO,4,7.1019,4.6822,4.6822,1.8762,0.944,0.195,4.5197,0.0,4.5197,0.666,0.0,0.668,0.801,0.263
100,10.0,TJP1_KO,5,6.5211,4.6822,4.6822,1.6034,0.892,0.556,2.9315,0.0,2.9315,0.657,0.0,0.656,0.801,0.263
100,10.0,TJP1_KO,6,5.9096,4.6822,4.6822,1.1852,0.837,0.831,1.4456,0.0,1.4456,0.573,0.0,0.457,0.704,0.312
100,10.0,TJP1_KO,7,5.196,4.6822,4.6822,1.0,0.956,0.981,0.5138,0.0,0.5138,0.14,0.0,0.037,0.463,0.437
100,10.0,TJP1_KO,8,5.196,4.6822,4.6822,1.0,0.956,0.981,0.5138,0.0,0.5138,0.14,0.0,0.037,0.463,0.437
100,10.0,TJP1_KO,9,5.9096,4.6822,4.6822,1.1852,0.837,0.831,1.4456,0.0,1.4456,0.573,0.0,0.457,0.704,0.312
100,10.0,TJP1_KO,10,6.5211,4.6822,4.6822,1.6034,0.892,0.556,2.9315,0.0,2.9315,0.657,0.0,0.656,0.801,0.263
100,10.0,TJP1_KO,11,7.1019,4.6822,4.6822,1.8762,0.944,0.195,4.5197,0.0,4.5197,0.666,0.0,0.668,0.801,0.263
100,10.0,TJP1_KO,12,7.1019,4.6822,4.6822,1.8762,0.944,0.195,4.5197,0.0,4.5197,0.666,0.0,0.668,0.801,0.263
100,10.0,TJP1_KO,13,6.5211,4.6822,4.6822,1.6034,0.892,0.556,2.9315,0.0,2.9315,0.657,0.0,0.656,0.801,0.263
100,10.0,TJP1_KO,14,5.9096,4.6822,4.6822,1.1852,0.837,0.831,1.4456,0.0,1.4456,0.573,0.0,0.457,0.704,0.312
100,10.0,TJP1_KO,15,5.196,4.6822,4.6822,1.0,0.956,0.981,0.5138,0.0,0.5138,0.14,0.0,0.037,0.463,0.437
150,15.0,TJP1_KO,0,6.2202,4.6822,4.6822,1.309,0.97,0.981,1.9992,0.0,1.9992,0.63,0.0,0.626,0.765,0.287
150,15.0,TJP1_KO,1,6.379,4.6822,4.6822,1.6285,0.907,0.831,2.7476,0.0,2.7476,0.654,0.0,0.653,0.801,0.263
150,15.0,TJP1_KO,2,6.5291,4.6822,4.6822,2.0303,0.925,0.556,3.7355,0.0,3.7355,0.663,0.0,0.665,0.801,0.263
150,15.0,TJP1_KO,3,6.7948,4.6822,4.6822,2.2612,0.95,0.195,4.762,0.0,4.762,0.667,0.0,0.668,0.801,0.263
150,15.0,TJP1_KO,4,6.7948,4.6822,4.6822,2.2612,0.95,0.195,4.762,0.0,4.762,0.667,0.0,0.668,0.801,0.263
150,15.0,TJP1_KO,5,6.5291,4.6822,4.6822,2.0303,0.925,0.556,3.7355,0.0,3.7355,0.663,0.0,0.665,0.801,0.263
150,15.0,TJP1_KO,6,6.379,4.6822,4.6822,1.6285,0.907,0.831,2.7476,0.0,2.7476,0.654,0.0,0.653,0.801,0.263
150,15.0,TJP1_KO,7,6.2202,4.6822,4.6822,1.309,0.97,0.981,1.9992,0.0,1.9992,0.63,0.0,0.626,0.765,0.287
150,15.0,TJP1_KO,8,6.2202,4.6822,4.6822,1.309,0.97,0.981,1.9992,0.0,1.9992,0.63,0.0,0.626,0.765,0.287
150,15.0,TJP1_KO,9,6.379,4.6822,4.6822,1.6285,0.907,0.831,2.7476,0.0,2.7476,0.654,0.0,0.653,0.801,0.263
150,15.0,TJP1_KO,10,6.5291,4.6822,4.6822,2.0303,0.925,0.556,3.7355,0.0,3.7355,0.663,0.0,0.665,0.801,0.263
150,15.0,TJP1_KO,11,6.7948,4.6822,4.6822,2.2612,0.95,0.195,4.762,0.0,4.762,0.667,0.0,0.668,0.801,0.263
150,15.0,TJP1_KO,12,6.7948,4.6822,4.6822,2.2612,0.95,0.195,4.762,0.0,4.762,0.667,0.0,0.668,0.801,0.263
150,15.0,TJP1_KO,13,6.5291,4.6822,4.6822,2.0303,0.925,0.556,3.7355,0.0,3.7355,0.663,0.0,0.665,0.801,0.263
150,15.0,TJP1_KO,14,6.379,4.6822,4.6822,1.6285,0.907,0.831,2.7476,0.0,2.7476,0.654,0.0,0.653,0.801,0.263
150,15.0,TJP1_KO,15,6.2202,4.6822,4.6822,1.309,0.97,0.981,1.9992,0.0,1.9992,0.63,0.0,0.626,0.765,0.287
200,20.0,TJP1_KO,0,6.9857,4.6822,4.6822,1.7698,0.99,0.981,4.0569,0.0,4.0569,0.665,0.0,0.667,0.801,0.263
200,20.0,TJP1_KO,1,6.7841,4.6822,4.6822,2.0515,0.951,0.831,4.2957,0.0,4.2957,0.666,0.0,0.668,0.801,0.263
200,20.0,TJP1_KO,2,6.6409,4.6822,4.6822,2.3916,0.941,0.556,4.6714,0.0,4.6714,0.667,0.0,0.668,0.801,0.263
200,20.0,TJP1_KO,3,6.6517,4.6822,4.6822,2.587,0.948,0.195,5.0832,0.0,5.0832,0.667,0.0,0.669,0.801,0.263
200,20.0,TJP1_KO,4,6.6517,4.6822,4.6822,2.587,0.948,0.195,5.0832,0.0,5.0832,0.667,0.0,0.669,0.801,0.263
200,20.0,TJP1_KO,5,6.6409,4.6822,4.6822,2.3916,0.941,0.556,4.6714,0.0,4.6714,0.667,0.0,0.668,0.801,0.263
200,20.0,TJP1_KO,6,6.7841,4.6822,4.6822,2.0515,0.951,0.831,4.2957,0.0,4.2957,0.666,0.0,0.668,0.801,0.263
200,20.0,TJP1_KO,7,6.9857,4.6822,4.6822,1.7698,0.99,0.981,4.0569,0.0,4.0569,0.665,0.0,0.667,0.801,0.263
200,20.0,TJP1_KO,8,6.9857,4.6822,4.6822,1.7698,0.99,0.981,4.0569,0.0,4.0569,0.665,0.0,0.667,0.801,0.263
200,20.0,TJP1_KO,9,6.7841,4.6822,4.6822,2.0515,0.951,0.831,4.2957,0.0,4.2957,0.666,0.0,0.668,0.801,0.263
200,20.0,TJP1_KO,10,6.6409,4.6822,4.6822,2.3916,0.941,0.556,4.6714,0.0,4.6714,0.667,0.0,0.668,0.801,0.263
200,20.0,TJP1_KO,11,6.6517,4.6822,4.6822,2.587,0.948,0.195,5.0832,0.0,5.0832,0.667,0.0,0.669,0.801,0.263
200,20.0,TJP1_KO,12,6.6517,4.6822,4.6822,2.587,0.948,0.195,5.0832,0.0,5.0832,0.667,0.0,0.669,0.801,0.263
200,20.0,TJP1_KO,13,6.6409,4.6822,4.6822,2.3916,0.941,0.556,4.6714,0.0,4.6714,0.667,0.0,0.668,0.801,0.263
200,20.0,TJP1_KO,14,6.7841,4.6822,4.6822,2.0515,0.951,0.831,4.2957,0.0,4.2957,0.666,0.0,0.668,0.801,0.263
200,20.0,TJP1_KO,15,6.9857,4.6822,4.6822,1.7698,0.99,0.981,4.0569,0.0,4.0569,0.665,0.0,0.667,0.801,0.263
250,25.0,TJP1_KO,0,7.5437,4.6822,4.6822,2.1712,0.995,0.981,6.1918,0.0,6.1918,0.669,0.0,0.67,0.801,0.263
250,25.0,TJP1_KO,1,7.1428,4.6822,4.6822,2.4095,0.971,0.831,5.9127,0.0,5.9127,0.668,0.0,0.669,0.801,0.263
250,25.0,TJP1_KO,2,6.789,4.6822,4.6822,2.6973,0.953,0.556,5.6708,0.0,5.6708,0.668,0.0,0.669,0.801,0.263
250,25.0,TJP1_KO,3,6.5893,4.6822,4.6822,2.8626,0.945,0.195,5.4498,0.0,5.4498,0.668,0.0,0.669,0.801,0.263
250,25.0,TJP1_KO,4,6.5893,4.6822,4.6822,2.8626,0.945,0.195,5.4498,0.0,5.4498,0.668,0.0,0.669,0.801,0.263
250,25.0,TJP1_KO,5,6.789,4.6822,4.6822,2.6973,0.953,0.556,5.6708,0.0,5.6708,0.668,0.0,0.669,0.801,0.263
250,25.0,TJP1_KO,6,7.1428,4.6822,4.6822,2.4095,0.971,0.831,5.9127,0.0,5.9127,0.668,0.0,0.669,0.801,0.263
250,25.0,TJP1_KO,7,7.5437,4.6822,4.6822,2.1712,0.995,0.981,6.1918,0.0,6.1918,0.669,0.0,0.67,0.801,0.263
250,25.0,TJP1_KO,8,7.5437,4.6822,4.6822,2.1712,0.995,0.981,6.1918,0.0,6.1918,0.669,0.0,0.67,0.801,0.263
250,25.0,TJP1_KO,9,7.1428,4.6822,4.6822,2.4095,0.971,0.831,5.9127,0.0,5.9127,0.668,0.0,0.669,0.801,0.263
250,25.0,TJP1_KO,10,6.789,4.6822,4.6822,2.6973,0.953,0.556,5.6708,0.0,5.6708,0.668,0.0,0.669,0.801,0.263
250,25.0,TJP1_KO,11,6.5893,4.6822,4.6822,2.8626,0.945,0.195,5.4498,0.0,5.4498,0.668,0.0,0.669,0.801,0.263
250,25.0,TJP1_KO,12,6.5893,4.6822,4.6822,2.8626,0.945,0.195,5.4498,0.0,5.4498,0.668,0.0,0.669,0.801,0.263
250,25.0,TJP1_KO,13,6.789,4.6822,4.6822,2.6973,0.953,0.556,5.6708,0.0,5.6708,0.668,0.0,0.669,0.801,0.263
250,25.0,TJP1_KO,14,7.1428,4.6822,4.6822,2.4095,0.971,0.831,5.9127,0.0,5.9127,0.668,0.0,0.669,0.801,0.263
250,25.0,TJP1_KO,15,7.5437,4.6822,4.6822,2.1712,0.995,0.981,6.1918,0.0,6.1918,0.669,0.0,0.67,0.801,0.263
300,30.0,TJP1_KO,0,7.8812,4.6822,4.6822,2.5108,0.997,0.981,8.0122,0.0,8.0122,0.669,0.0,0.67,0.801,0.263
300,30.0,TJP1_KO,1,7.384,4.6822,4.6822,2.7125,0.979,0.831,7.3136,0.0,7.3136,0.669,0.0,0.67,0.801,0.263
300,30.0,TJP1_KO,2,6.9005,4.6822,4.6822,2.956,0.96,0.556,6.5468,0.0,6.5468,0.669,0.0,0.67,0.801,0.263
300,30.0,TJP1_KO,3,6.5498,4.6822,4.6822,3.0959,0.942,0.195,5.7741,0.0,5.7741,0.668,0.0,0.669,0.801,0.263
300,30.0,TJP1_KO,4,6.5498,4.6822,4.6822,3.0959,0.942,0.195,5.7741,0.0,5.7741,0.668,0.0,0.669,0.801,0.263
300,30.0,TJP1_KO,5,6.9005,4.6822,4.6822,2.956,0.96,0.556,6.5468,0.0,6.5468,0.669,0.0,0.67,0.801,0.263
300,30.0,TJP1_KO,6,7.384,4.6822,4.6822,2.7125,0.979,0.831,7.3136,0.0,7.3136,0.669,0.0,0.67,0.801,0.263
300,30.0,TJP1_KO,7,7.8812,4.6822,4.6822,2.5108,0.997,0.981,8.0122,0.0,8.0122,0.669,0.0,0.67,0.801,0.263
300,30.0,TJP1_KO,8,7.8812,4.6822,4.6822,2.5108,0.997,0.981,8.0122,0.0,8.0122,0.669,0.0,0.67,0.801,0.263
300,30.0,TJP1_KO,9,7.384,4.6822,4.6822,2.7125,0.979,0.831,7.3136,0.0,7.3136,0.669,0.0,0.67,0.801,0.263
300,30.0,TJP1_KO,10,6.9005,4.6822,4.6822,2.956,0.96,0.556,6.5468,0.0,6.5468,0.669,0.0,0.67,0.801,0.263
300,30.0,TJP1_KO,11,6.5498,4.6822,4.6822,3.0959,0.942,0.195,5.7741,0.0,5.7741,0.668,0.0,0.669,0.801,0.263
300,30.0,TJP1_KO,12,6.5498,4.6822,4.6822,3.0959,0.942,0.195,5.7741,0.0,5.7741,0.668,0.0,0.669,0.801,0.263
300,30.0,TJP1_KO,13,6.9005,4.6822,4.6822,2.956,0.96,0.556,6.5468,0.0,6.5468,0.669,0.0,0.67,0.801,0.263
300,30.0,TJP1_KO,14,7.384,4.6822,4.6822,2.7125,0.979,0.831,7.3136,0.0,7.3136,0.669,0.0,0.67,0.801,0.263
300,30.0,TJP1_KO,15,7.8812,4.6822,4.6822,2.5108,0.997,0.981,8.0122,0.0,8.0122,0.669,0.0,0.67,0.801,0.263
350,35.0,TJP1_KO,0,8.0272,4.6822,4.6822,2.7982,0.997,0.981,9.3424,0.0,9.3424,0.67,0.0,0.67,0.801,0.263
350,35.0,TJP1_KO,1,7.4996,4.6822,4.6822,2.9689,0.982,0.831,8.3512,0.0,8.3512,0.669,0.0,0.67,0.801,0.263
350,35.0,TJP1_KO,2,6.9538,4.6822,4.6822,3.175,0.963,0.556,7.2031,0.0,7.2031,0.669,0.0,0.67,0.801,0.263
350,35.0,TJP1_KO,3,6.5121,4.6822,4.6822,3.2934,0.94,0.195,6.0199,0.0,6.0199,0.668,0.0,0.669,0.801,0.263
350,35.0,TJP1_KO,4,6.5121,4.6822,4.6822,3.2934,0.94,0.195,6.0199,0.0,6.0199,0.668,0.0,0.669,0.801,0.263
350,35.0,TJP1_KO,5,6.9538,4.6822,4.6822,3.175,0.963,0.556,7.2031,0.0,7.2031,0.669,0.0,0.67,0.801,0.263
350,35.0,TJP1_KO,6,7.4996,4.6822,4.6822,2.9689,0.982,0.831,8.3512,0.0,8.3512,0.669,0.0,0.67,0.801,0.263
350,35.0,TJP1_KO,7,8.0272,4.6822,4.6822,2.7982,0.997,0.981,9.3424,0.0,9.3424,0.67,0.0,0.67,0.801,0.263
350,35.0,TJP1_KO,8,8.0272,4.6822,4.6822,2.7982,0.997,0.981,9.3424,0.0,9.3424,0.67,0.0,0.67,0.801,0.263
350,35.0,TJP1_KO,9,7.4996,4.6822,4.6822,2.9689,0.982,0.831,8.3512,0.0,8.3512,0.669,0.0,0.67,0.801,0.263
350,35.0,TJP1_KO,10,6.9538,4.6822,4.6822,3.175,0.963,0.556,7.2031,0.0,7.2031,0.669,0.0,0.67,0.801,0.263
350,35.0,TJP1_KO,11,6.5121,4.6822,4.6822,3.2934,0.94,0.195,6.0199,0.0,6.0199,0.668,0.0,0.669,0.801,0.263
350,35.0,TJP1_KO,12,6.5121,4.6822,4.6822,3.2934,0.94,0.195,6.0199,0.0,6.0199,0.668,0.0,0.669,0.801,0.263
350,35.0,TJP1_KO,13,6.9538,4.6822,4.6822,3.175,0.963,0.556,7.2031,0.0,7.2031,0.669,0.0,0.67,0.801,0.263
350,35.0,TJP1_KO,14,7.4996,4.6822,4.6822,2.9689,0.982,0.831,8.3512,0.0,8.3512,0.669,0.0,0.67,0.801,0.263
350,35.0,TJP1_KO,15,8.0272,4.6822,4.6822,2.7982,0.997,0.981,9.3424,0.0,9.3424,0.67,0.0,0.67,0.801,0.263
400,40.0,TJP1_KO,0,8.04,4.6822,4.6822,3.0414,0.997,0.981,10.1975,0.0,10.1975,0.67,0.0,0.67,0.801,0.263
400,40.0,TJP1_KO,1,7.5193,4.6822,4.6822,3.1859,0.983,0.831,9.0273,0.0,9.0273,0.67,0.0,0.67,0.801,0.263
400,40.0,TJP1_KO,2,6.9571,4.6822,4.6822,3.3603,0.965,0.556,7.6368,0.0,7.6368,0.669,0.0,0.67,0.801,0.263
400,40.0,TJP1_KO,3,6.4721,4.6822,4.6822,3.4604,0.938,0.195,6.1883,0.0,6.1883,0.669,0.0,0.669,0.801,0.263
400,40.0,TJP1_KO,4,6.4721,4.6822,4.6822,3.4604,0.938,0.195,6.1883,0.0,6.1883,0.669,0.0,0.669,0.801,0.263
400,40.0,TJP1_KO,5,6.9571,4.6822,4.6822,3.3603,0.965,0.556,7.6368,0.0,7.6368,0.669,0.0,0.67,0.801,0.263
400,40.0,TJP1_KO,6,7.5193,4.6822,4.6822,3.1859,0.983,0.831,9.0273,0.0,9.0273,0.67,0.0,0.67,0.801,0.263
400,40.0,TJP1_KO,7,8.04,4.6822,4.6822,3.0414,0.997,0.981,10.1975,0.0,10.1975,0.67,0.0,0.67,0.801,0.263
400,40.0,TJP1_KO,8,8.04,4.6822,4.6822,3.0414,0.997,0.981,10.1975,0.0,10.1975,0.67,0.0,0.67,0.801,0.263
400,40.0,TJP1_KO,9,7.5193,4.6822,4.6822,3.1859,0.983,0.831,9.0273,0.0,9.0273,0.67,0.0,0.67,0.801,0.263
400,40.0,TJP1_KO,10,6.9571,4.6822,4.6822,3.3603,0.965,0.556,7.6368,0.0,7.6368,0.669,0.0,0.67,0.801,0.263
400,40.0,TJP1_KO,11,6.4721,4.6822,4.6822,3.4604,0.938,0.195,6.1883,0.0,6.1883,0.669,0.0,0.669,0.801,0.263
400,40.0,TJP1_KO,12,6.4721,4.6822,4.6822,3.4604,0.938,0.195,6.1883,0.0,6.1883,0.669,0.0,0.669,0.801,0.263
400,40.0,TJP1_KO,13,6.9571,4.6822,4.6822,3.3603,0.965,0.556,7.6368,0.0,7.6368,0.669,0.0,0.67,0.801,0.263
400,40.0,TJP1_KO,14,7.5193,4.6822,4.6822,3.1859,0.983,0.831,9.0273,0.0,9.0273,0.67,0.0,0.67,0.801,0.263
400,40.0,TJP1_KO,15,8.04,4.6822,4.6822,3.0414,0.997,0.981,10.1975,0.0,10.1975,0.67,0.0,0.67,0.801,0.263
450,45.0,TJP1_KO,0,7.9755,4.6822,4.6822,3.2472,0.997,0.981,10.6817,0.0,10.6817,0.67,0.0,0.67,0.801,0.263
450,45.0,TJP1_KO,1,7.4799,4.6822,4.6822,3.3695,0.984,0.831,9.4174,0.0,9.4174,0.67,0.0,0.67,0.801,0.263
450,45.0,TJP1_KO,2,6.9281,4.6822,4.6822,3.517,0.964,0.556,7.8925,0.0,7.8925,0.669,0.0,0.67,0.801,0.263
450,45.0,TJP1_KO,3,6.4312,4.6822,4.6822,3.6018,0.935,0.195,6.2951,0.0,6.2951,0.669,0.0,0.669,0.801,0.263
450,45.0,TJP1_KO,4,6.4312,4.6822,4.6822,3.6018,0.935,0.195,6.2951,0.0,6.2951,0.669,0.0,0.669,0.801,0.263
450,45.0,TJP1_KO,5,6.9281,4.6822,4.6822,3.517,0.964,0.556,7.8925,0.0,7.8925,0.669,0.0,0.67,0.801,0.263
450,45.0,TJP1_KO,6,7.4799,4.6822,4.6822,3.3695,0.984,0.831,9.4174,0.0,9.4174,0.67,0.0,0.67,0.801,0.263
450,45.0,TJP1_KO,7,7.9755,4.6822,4.6822,3.2472,0.997,0.981,10.6817,0.0,10.6817,0.67,0.0,0.67,0.801,0.263
450,45.0,TJP1_KO,8,7.9755,4.6822,4.6822,3.2472,0.997,0.981,10.6817,0.0,10.6817,0.67,0.0,0.67,0.801,0.263
450,45.0,TJP1_KO,9,7.4799,4.6822,4.6822,3.3695,0.984,0.831,9.4174,0.0,9.4174,0.67,0.0,0.67,0.801,0.263
450,45.0,TJP1_KO,10,6.9281,4.6822,4.6822,3.517,0.964,0.556,7.8925,0.0,7.8925,0.669,0.0,0.67,0.801,0.263
450,45.0,TJP1_KO,11,6.4312,4.6822,4.6822,3.6018,0.935,0.195,6.2951,0.0,6.2951,0.669,0.0,0.669,0.801,0.263
450,45.0,TJP1_KO,12,6.4312,4.6822,4.6822,3.6018,0.935,0.195,6.2951,0.0,6.2951,0.669,0.0,0.669,0.801,0.263
450,45.0,TJP1_KO,13,6.9281,4.6822,4.6822,3.517,0.964,0.556,7.8925,0.0,7.8925,0.669,0.0,0.67,0.801,0.263
450,45.0,TJP1_KO,14,7.4799,4.6822,4.6822,3.3695,0.984,0.831,9.4174,0.0,9.4174,0.67,0.0,0.67,0.801,0.263
450,45.0,TJP1_KO,15,7.9755,4.6822,4.6822,3.2472,0.997,0.981,10.6817,0.0,10.6817,0.67,0.0,0.67,0.801,0.263
499,49.9,TJP1_KO,0,7.8771,4.6822,4.6822,3.4182,0.997,0.981,10.9104,0.0,10.9104,0.67,0.0,0.67,0.801,0.263
499,49.9,TJP1_KO,1,7.4126,4.6822,4.6822,3.522,0.983,0.831,9.6086,0.0,9.6086,0.67,0.0,0.67,0.801,0.263
499,49.9,TJP1_KO,2,6.8834,4.6822,4.6822,3.6473,0.963,0.556,8.0232,0.0,8.0232,0.669,0.0,0.67,0.801,0.263
499,49.9,TJP1_KO,3,6.3926,4.6822,4.6822,3.7193,0.932,0.195,6.3577,0.0,6.3577,0.669,0.0,0.669,0.801,0.263
499,49.9,TJP1_KO,4,6.3926,4.6822,4.6822,3.7193,0.932,0.195,6.3577,0.0,6.3577,0.669,0.0,0.669,0.801,0.263
499,49.9,TJP1_KO,5,6.8834,4.6822,4.6822,3.6473,0.963,0.556,8.0232,0.0,8.0232,0.669,0.0,0.67,0.801,0.263
499,49.9,TJP1_KO,6,7.4126,4.6822,4.6822,3.522,0.983,0.831,9.6086,0.0,9.6086,0.67,0.0,0.67,0.801,0.263
499,49.9,TJP1_KO,7,7.8771,4.6822,4.6822,3.4182,0.997,0.981,10.9104,0.0,10.9104,0.67,0.0,0.67,0.801,0.263
499,49.9,TJP1_KO,8,7.8771,4.6822,4.6822,3.4182,0.997,0.981,10.9104,0.0,10.9104,0.67,0.0,0.67,0.801,0.263
499,49.9,TJP1_KO,9,7.4126,4.6822,4.6822,3.522,0.983,0.831,9.6086,0.0,9.6086,0.67,0.0,0.67,0.801,0.263
499,49.9,TJP1_KO,10,6.8834,4.6822,4.6822,3.6473,0.963,0.556,8.0232,0.0,8.0232,0.669,0.0,0.67,0.801,0.263
499,49.9,TJP1_KO,11,6.3926,4.6822,4.6822,3.7193,0.932,0.195,6.3577,0.0,6.3577,0.669,0.0,0.669,0.801,0.263
499,49.9,TJP1_KO,12,6.3926,4.6822,4.6822,3.7193,0.932,0.195,6.3577,0.0,6.3577,0.669,0.0,0.669,0.801,0.263
499,49.9,TJP1_KO,13,6.8834,4.6822,4.6822,3.6473,0.963,0.556,8.0232,0.0,8.0232,0.669,0.0,0.67,0.801,0.263
499,49.9,TJP1_KO,14,7.4126,4.6822,4.6822,3.522,0.983,0.831,9.6086,0.0,9.6086,0.67,0.0,0.67,0.801,0.263
499,49.9,TJP1_KO,15,7.8771,4.6822,4.6822,3.4182,0.997,0.981,10.9104,0.0,10.9104,0.67,0.0,0.67,0.801,0.263
0,0.0,JCAD_KO,0,4.6822,4.6822,4.6822,1.0,0.981,0.981,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,JCAD_KO,1,4.6822,4.6822,4.6822,1.0,0.831,0.831,-0.0,0.0,-0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,JCAD_KO,2,4.6822,4.6822,4.6822,1.0,0.556,0.556,-0.0,0.0,-0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,JCAD_KO,3,4.6822,4.6822,4.6822,1.0,0.195,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,JCAD_KO,4,4.6822,4.6822,4.6822,1.0,0.195,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,JCAD_KO,5,4.6822,4.6822,4.6822,1.0,0.556,0.556,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,JCAD_KO,6,4.6822,4.6822,4.6822,1.0,0.831,0.831,-0.0,0.0,-0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,JCAD_KO,7,4.6822,4.6822,4.6822,1.0,0.981,0.981,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,JCAD_KO,8,4.6822,4.6822,4.6822,1.0,0.981,0.981,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,JCAD_KO,9,4.6822,4.6822,4.6822,1.0,0.831,0.831,-0.0,0.0,-0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,JCAD_KO,10,4.6822,4.6822,4.6822,1.0,0.556,0.556,-0.0,0.0,-0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,JCAD_KO,11,4.6822,4.6822,4.6822,1.0,0.195,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,JCAD_KO,12,4.6822,4.6822,4.6822,1.0,0.195,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,JCAD_KO,13,4.6822,4.6822,4.6822,1.0,0.556,0.556,-0.0,0.0,-0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,JCAD_KO,14,4.6822,4.6822,4.6822,1.0,0.831,0.831,-0.0,0.0,-0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,JCAD_KO,15,4.6822,4.6822,4.6822,1.0,0.981,0.981,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.437
50,5.0,JCAD_KO,0,4.3687,4.6822,4.6822,1.0,0.977,0.981,-0.0313,0.0,-0.0313,0.0,0.0,0.0,0.463,0.437
50,5.0,JCAD_KO,1,5.0715,4.6822,4.6707,1.0,0.8,0.831,0.3894,0.2293,0.6187,0.069,0.253,0.006,0.419,0.518
50,5.0,JCAD_KO,2,6.0249,4.6822,4.6492,1.0388,0.775,0.556,1.3905,0.5267,1.9172,0.563,0.593,0.384,0.562,0.612
50,5.0,JCAD_KO,3,7.8856,4.6822,4.6531,1.2201,0.929,0.195,3.8913,0.435,4.3263,0.664,0.659,0.666,0.644,0.637
50,5.0,JCAD_KO,4,7.8856,4.6822,4.6531,1.2201,0.929,0.195,3.8913,0.435,4.3263,0.664,0.659,0.666,0.644,0.637
50,5.0,JCAD_KO,5,6.0249,4.6822,4.6492,1.0388,0.775,0.556,1.3905,0.5267,1.9172,0.563,0.593,0.384,0.562,0.612
